Experiment,NewSubject,Block,Frame,Feedback,Distribution,Confidence.Order,FilterTrialRandomization,Gamble,RT,TypeCount
3,360,4,Lose,Full,Standard,First,0,0.1,660.7,10
3,361,1,Gain,Full,Standard,Last,0,0.5,1352.2,10
3,361,1,Lose,Full,Standard,Last,0,0.625,1103.25,8
3,361,2,Gain,Full,Standard,Last,0,0.285714286,955.125,8
3,361,2,Lose,Full,Standard,Last,0,0.8,1158.9,10
3,361,3,Gain,Full,Standard,Last,0,0.4,1232.9,10
3,361,3,Lose,Full,Standard,Last,0,1,1334.75,8
3,361,4,Gain,Full,Standard,Last,0,0.625,1105.625,8
3,361,4,Lose,Full,Standard,Last,0,0.9,1027.7,10
3,362,1,Gain,Full,Tight,First,0,0.2,1203.8,10
3,362,1,Lose,Full,Tight,First,0,0.625,1318.375,8
3,362,2,Gain,Full,Tight,First,0,0.375,1205.75,8
3,362,2,Lose,Full,Tight,First,0,0.6,1360.6,10
3,362,3,Gain,Full,Tight,First,0,0.3,1062.5,10
3,362,3,Lose,Full,Tight,First,0,0.857142857,892.625,8
3,362,4,Gain,Full,Tight,First,0,0.125,990.5,8
3,362,4,Lose,Full,Tight,First,0,0.6,943.1,10
3,363,1,Gain,Full,Standard,First,0,0.5,1344.6,10
3,363,1,Lose,Full,Standard,First,0,0.714285714,1213.25,8
3,363,2,Gain,Full,Standard,First,0,0.25,1151.5,8
3,363,2,Lose,Full,Standard,First,0,0.7,1184.5,10
3,363,3,Gain,Full,Standard,First,0,0.5,1024.7,10
3,363,3,Lose,Full,Standard,First,0,0.75,995.625,8
3,363,4,Gain,Full,Standard,First,0,0.5,1122.875,8
3,363,4,Lose,Full,Standard,First,0,0.6,1029,10
3,364,1,Gain,Full,Standard,Last,0,0,903.5,10
3,364,1,Lose,Full,Standard,Last,0,1,861.875,8
3,364,2,Gain,Full,Standard,Last,0,0,867.375,8
3,364,2,Lose,Full,Standard,Last,0,1,898.5,10
3,364,3,Gain,Full,Standard,Last,0,0,862.8,10
3,364,3,Lose,Full,Standard,Last,0,1,946.75,8
3,364,4,Gain,Full,Standard,Last,0,0,733.5,8
3,364,4,Lose,Full,Standard,Last,0,1,791.6,10
3,365,1,Gain,Full,Tight,First,0,0.4,1306.1,10
3,365,1,Lose,Full,Tight,First,0,0.875,998.375,8
3,365,2,Gain,Full,Tight,First,0,0.142857143,917.875,8
3,365,2,Lose,Full,Tight,First,0,0.8,1288.6,10
3,365,3,Gain,Full,Tight,First,0,0,902.7,10
3,365,3,Lose,Full,Tight,First,0,0.875,1278.25,8
3,365,4,Gain,Full,Tight,First,0,0,885.625,8
3,365,4,Lose,Full,Tight,First,0,0.9,993.6,10
3,366,1,Gain,Full,Tight,Last,0,0.1,1233.5,10
3,366,1,Lose,Full,Tight,Last,0,0.75,1173.125,8
3,366,2,Gain,Full,Tight,Last,0,0.5,1015.5,8
3,366,2,Lose,Full,Tight,Last,0,0.555555556,958.4,10
3,366,3,Gain,Full,Tight,Last,0,0.6,1023.4,10
3,366,3,Lose,Full,Tight,Last,0,0.714285714,713,8
3,366,4,Gain,Full,Tight,Last,0,0.5,898.375,8
3,366,4,Lose,Full,Tight,Last,0,0.8,967,10
3,367,1,Gain,Full,Standard,First,0,0.2,614.6,10
3,367,1,Lose,Full,Standard,First,0,1,767.25,8
3,367,2,Gain,Full,Standard,First,0,0,529.375,8
3,367,2,Lose,Full,Standard,First,0,1,572.1,10
3,367,3,Gain,Full,Standard,First,0,0.2,981,10
3,367,3,Lose,Full,Standard,First,0,0.5,999.75,8
3,367,4,Gain,Full,Standard,First,0,0.5,692,8
3,367,4,Lose,Full,Standard,First,0,0.5,801.5,10
3,368,1,Gain,Full,Standard,Last,0,0.2,855.2,10
3,368,1,Gain,Full,Tight,First,0,0.1,1243.2,10
3,368,1,Lose,Full,Standard,Last,0,0.375,1185.5,8
3,368,1,Lose,Full,Tight,First,0,1,1299.125,8
3,368,2,Gain,Full,Standard,Last,0,0,845.5,8
3,368,2,Gain,Full,Tight,First,0,0.125,1231.25,8
3,368,2,Lose,Full,Standard,Last,0,1,1304,10
3,368,2,Lose,Full,Tight,First,0,0.5,1112,10
3,369,3,Gain,Full,Standard,Last,0,0.333333333,798.2,10
3,369,3,Gain,Full,Tight,First,0,0.5,1191.3,10
3,369,3,Lose,Full,Standard,Last,0,1,842.625,8
3,369,3,Lose,Full,Tight,First,0,0.571428571,1019.375,8
3,369,4,Gain,Full,Standard,Last,0,0.125,1235.125,8
3,369,4,Gain,Full,Tight,First,0,0.428571429,864.125,8
3,369,4,Lose,Full,Standard,Last,0,0.8,1227.2,10
3,369,4,Lose,Full,Tight,First,0,0.5,975.4,10
3,370,1,Gain,Full,Tight,Last,0,0.4,1198.1,10
3,370,1,Lose,Full,Tight,Last,0,0.875,1383.75,8
3,370,2,Gain,Full,Tight,Last,0,0,740.375,8
3,370,2,Lose,Full,Tight,Last,0,1,924.1,10
3,370,3,Gain,Full,Tight,Last,0,0.3,839.6,10
3,370,3,Lose,Full,Tight,Last,0,0.75,817.25,8
3,370,4,Gain,Full,Tight,Last,0,0,624.25,8
3,370,4,Lose,Full,Tight,Last,0,0.9,645.6,10
3,372,1,Gain,Full,Standard,Last,0,0.5,727.6,10
3,372,1,Lose,Full,Standard,Last,0,0.75,630.375,8
3,372,2,Gain,Full,Standard,Last,0,0.428571429,264.375,8
3,372,2,Lose,Full,Standard,Last,0,0.6,384,10
3,372,3,Gain,Full,Standard,Last,0,0.7,366.8,10
3,372,3,Lose,Full,Standard,Last,0,0.625,391.625,8
3,372,4,Gain,Full,Standard,Last,0,0.75,467.125,8
3,372,4,Lose,Full,Standard,Last,0,0.6,408.5,10
3,373,1,Gain,Full,Tight,First,0,0.2,751,10
3,373,1,Lose,Full,Tight,First,0,0.625,1221.125,8
3,373,2,Gain,Full,Tight,First,0,0,803,8
3,373,2,Lose,Full,Tight,First,0,0.6,1014.9,10
3,373,3,Gain,Full,Tight,First,0,0.4,798.5,10
3,373,3,Lose,Full,Tight,First,0,0.571428571,796.75,8
3,373,4,Gain,Full,Tight,First,0,0.375,786.625,8
3,373,4,Lose,Full,Tight,First,0,0.4,740.9,10
3,374,1,Gain,Full,Tight,Last,0,0.8,418.6,10
3,374,1,Lose,Full,Tight,Last,0,0.875,404.875,8
3,374,2,Gain,Full,Tight,Last,0,0.375,547.125,8
3,374,2,Lose,Full,Tight,Last,0,0.8,654.8,10
3,374,3,Gain,Full,Tight,Last,0,0.2,520.8,10
3,374,3,Lose,Full,Tight,Last,0,0.75,533.25,8
3,374,4,Gain,Full,Tight,Last,0,0.375,725.5,8
3,374,4,Lose,Full,Tight,Last,0,0.9,698.9,10
3,375,1,Gain,Full,Standard,First,0,0.1,790.3,10
3,375,1,Lose,Full,Standard,First,0,0.857142857,1092.125,8
3,375,2,Gain,Full,Standard,First,0,0.125,755.375,8
3,375,2,Lose,Full,Standard,First,0,0.888888889,972.3,10
3,375,3,Gain,Full,Standard,First,0,0.5,903.4,10
3,375,3,Lose,Full,Standard,First,0,0.571428571,789.875,8
3,375,4,Gain,Full,Standard,First,0,0.125,1046.125,8
3,375,4,Lose,Full,Standard,First,0,0.555555556,1047.5,10
3,376,1,Gain,Full,Standard,Last,0,0.2,1007.2,10
3,376,1,Lose,Full,Standard,Last,0,0.75,1012,8
3,376,2,Gain,Full,Standard,Last,0,0,866.125,8
3,376,2,Lose,Full,Standard,Last,0,0.6,1224.7,10
3,376,3,Gain,Full,Standard,Last,0,0.4,797.4,10
3,376,3,Lose,Full,Standard,Last,0,0.571428571,922,8
3,376,4,Gain,Full,Standard,Last,0,0.375,644.625,8
3,376,4,Lose,Full,Standard,Last,0,0.5,737.1,10
3,377,1,Gain,Full,Tight,First,0,0.8,852.1,10
3,377,1,Lose,Full,Tight,First,0,0.75,1020,8
3,377,2,Gain,Full,Tight,First,0,0.625,1021.125,8
3,377,2,Lose,Full,Tight,First,0,1,1181.8,10
3,377,3,Gain,Full,Tight,First,0,0.4,755.7,10
3,377,3,Lose,Full,Tight,First,0,0.875,1260.875,8
3,377,4,Gain,Full,Tight,First,0,0.5,805.75,8
3,377,4,Lose,Full,Tight,First,0,0.555555556,861.2,10
3,378,1,Gain,Full,Tight,Last,0,0,779.3,10
3,378,1,Lose,Full,Tight,Last,0,0.875,1009.75,8
3,378,2,Gain,Full,Tight,Last,0,0.125,685.25,8
3,378,2,Lose,Full,Tight,Last,0,0.5,760.4,10
3,378,3,Gain,Full,Tight,Last,0,0,691.6,10
3,378,3,Lose,Full,Tight,Last,0,0.875,627.75,8
3,378,4,Gain,Full,Tight,Last,0,0,600.25,8
3,378,4,Lose,Full,Tight,Last,0,1,682.1,10
3,379,1,Gain,Full,Standard,First,0,0.7,1025.2,10
3,379,1,Lose,Full,Standard,First,0,0.5,943.25,8
3,379,2,Gain,Full,Standard,First,0,0.714285714,644,8
3,379,2,Lose,Full,Standard,First,0,0.7,736.9,10
3,379,3,Gain,Full,Standard,First,0,0.9,850.1,10
3,379,3,Lose,Full,Standard,First,0,0.875,826.25,8
3,379,4,Gain,Full,Standard,First,0,1,694,8
3,379,4,Lose,Full,Standard,First,0,1,578.6,10
3,380,1,Gain,Full,Standard,Last,0,0.4,1134.1,10
3,380,1,Lose,Full,Standard,Last,0,0.857142857,749,8
3,380,2,Gain,Full,Standard,Last,0,0.5,1216.25,8
3,380,2,Lose,Full,Standard,Last,0,0.6,922.3,10
3,380,3,Gain,Full,Standard,Last,0,0.5,1166.8,10
3,380,3,Lose,Full,Standard,Last,0,0.75,1367,8
3,380,4,Gain,Full,Standard,Last,0,0.125,1150.125,8
3,380,4,Lose,Full,Standard,Last,0,0.7,930.1,10
3,381,1,Gain,Full,Standard,First,0,0.1,970.8,10
3,381,1,Lose,Full,Standard,First,0,0.875,1004.5,8
3,381,2,Gain,Full,Standard,First,0,0.25,1122.625,8
3,381,2,Lose,Full,Standard,First,0,0.8,1122.3,10
3,381,3,Gain,Full,Standard,First,0,0.4,824.9,10
3,381,3,Lose,Full,Standard,First,0,0.714285714,758.375,8
3,381,4,Gain,Full,Standard,First,0,0.125,745.125,8
3,381,4,Lose,Full,Standard,First,0,0.6,926.1,10
3,382,1,Gain,Full,Standard,Last,0,0.6,440.7,10
3,382,1,Lose,Full,Standard,Last,0,0.875,545.125,8
3,382,2,Gain,Full,Standard,Last,0,1,359,8
3,382,2,Lose,Full,Standard,Last,0,0.9,369.7,10
3,382,3,Gain,Full,Standard,Last,0,0.4,600.9,10
3,382,3,Lose,Full,Standard,Last,0,0.875,602,8
3,382,4,Gain,Full,Standard,Last,0,0.625,721.5,8
3,382,4,Lose,Full,Standard,Last,0,0.6,776.5,10
3,383,1,Gain,Full,Tight,First,0,0.3,1203.1,10
3,383,1,Lose,Full,Tight,First,0,0.714285714,1047.875,8
3,383,2,Gain,Full,Tight,First,0,0.5,987.375,8
3,383,2,Lose,Full,Tight,First,0,0.8,994.1,10
3,383,3,Gain,Full,Tight,First,0,0.4,1148.6,10
3,383,3,Lose,Full,Tight,First,0,1,1068.625,8
3,383,4,Gain,Full,Tight,First,0,0.5,1031,8
3,383,4,Lose,Full,Tight,First,0,0.5,864.8,10
3,384,1,Gain,Full,Tight,Last,0,0,526.9,10
3,384,1,Lose,Full,Tight,Last,0,1,641.5,8
3,384,2,Gain,Full,Tight,Last,0,0,566.125,8
3,384,2,Lose,Full,Tight,Last,0,1,1071.7,10
3,384,3,Gain,Full,Tight,Last,0,0.5,732,10
3,384,3,Lose,Full,Tight,Last,0,0.75,951,8
3,384,4,Gain,Full,Tight,Last,0,0.5,776,8
3,384,4,Lose,Full,Tight,Last,0,0.5,942.2,10
3,385,1,Gain,Full,Standard,First,0,0.5,798.5,10
3,385,1,Lose,Full,Standard,First,0,0.375,860.5,8
3,385,2,Gain,Full,Standard,First,0,0.5,461.875,8
3,385,2,Lose,Full,Standard,First,0,0.6,603.5,10
3,385,3,Gain,Full,Standard,First,0,0.5,685.5,10
3,385,3,Lose,Full,Standard,First,0,0.5,706.125,8
3,385,4,Gain,Full,Standard,First,0,0.5,621.375,8
3,385,4,Lose,Full,Standard,First,0,0.5,582.6,10
3,386,1,Gain,Full,Standard,Last,0,0.2,1164.9,10
3,386,1,Lose,Full,Standard,Last,0,0.875,976.625,8
3,386,2,Gain,Full,Standard,Last,0,0.125,998,8
3,386,2,Lose,Full,Standard,Last,0,0.9,1014.7,10
3,386,3,Gain,Full,Standard,Last,0,0.555555556,636.5,10
3,386,3,Lose,Full,Standard,Last,0,0.5,791.75,8
3,386,4,Gain,Full,Standard,Last,0,0.5,584.625,8
3,386,4,Lose,Full,Standard,Last,0,0.5,645.3,10
3,387,1,Gain,Full,Tight,First,0,0.8,1162.6,10
3,387,1,Lose,Full,Tight,First,0,0.625,903.75,8
3,387,2,Gain,Full,Tight,First,0,0.25,720.25,8
3,387,2,Lose,Full,Tight,First,0,0.7,1107.6,10
3,387,3,Gain,Full,Tight,First,0,0.3,798.2,10
3,387,3,Lose,Full,Tight,First,0,0.5,1025.25,8
3,387,4,Gain,Full,Tight,First,0,0.25,767.625,8
3,387,4,Lose,Full,Tight,First,0,0.5,887.1,10
3,388,1,Gain,Full,Standard,First,0,0,1083.7,10
3,388,1,Lose,Full,Standard,First,0,1,932.5,8
3,388,2,Gain,Full,Standard,First,0,0,1013.375,8
3,388,2,Lose,Full,Standard,First,0,1,923.9,10
3,388,3,Gain,Full,Standard,First,0,0.111111111,965.6,10
3,388,3,Lose,Full,Standard,First,0,1,993.5,8
3,388,4,Gain,Full,Standard,First,0,0.5,1022.875,8
3,388,4,Lose,Full,Standard,First,0,0.777777778,758.1,10
3,389,1,Gain,Full,Standard,Last,0,0.4,632.3,10
3,389,1,Lose,Full,Standard,Last,0,0.75,648.25,8
3,389,2,Gain,Full,Standard,Last,0,0,694.625,8
3,389,2,Lose,Full,Standard,Last,0,0.7,1053.4,10
3,389,3,Gain,Full,Standard,Last,0,0.3,1140.5,10
3,389,3,Lose,Full,Standard,Last,0,0.375,1174,8
3,389,4,Gain,Full,Standard,Last,0,0.285714286,807.75,8
3,389,4,Lose,Full,Standard,Last,0,0.5,1099.2,10
3,390,1,Gain,Full,Tight,First,0,0.2,944.3,10
3,390,1,Lose,Full,Tight,First,0,0.625,1341.875,8
3,390,2,Gain,Full,Tight,First,0,0.25,1401.875,8
3,390,2,Lose,Full,Tight,First,0,0.8,1381.4,10
3,390,3,Gain,Full,Tight,First,0,0.222222222,1059,10
3,390,3,Lose,Full,Tight,First,0,0.875,1317.25,8
3,390,4,Gain,Full,Tight,First,0,0.125,1104.125,8
3,390,4,Lose,Full,Tight,First,0,1,1235.9,10
3,391,1,Gain,Full,Tight,Last,0,0.4,1123,10
3,391,1,Lose,Full,Tight,Last,0,0.875,1345.5,8
3,391,2,Gain,Full,Tight,Last,0,0.285714286,849.5,8
3,391,2,Lose,Full,Tight,Last,0,0.777777778,922.9,10
3,391,3,Gain,Full,Tight,Last,0,0.5,905.6,10
3,391,3,Lose,Full,Tight,Last,0,0.625,962.75,8
3,391,4,Gain,Full,Tight,Last,0,0.5,801.625,8
3,391,4,Lose,Full,Tight,Last,0,0.7,979.7,10
3,392,1,Gain,Full,Standard,First,0,0.5,844,10
3,392,1,Lose,Full,Standard,First,0,0.875,1035.75,8
3,392,2,Gain,Full,Standard,First,0,0.625,763.875,8
3,392,2,Lose,Full,Standard,First,0,0.5,964.8,10
3,392,3,Gain,Full,Standard,First,0,0.6,737,10
3,392,3,Lose,Full,Standard,First,0,0.5,972.875,8
3,392,4,Gain,Full,Standard,First,0,0.375,880.375,8
3,392,4,Lose,Full,Standard,First,0,0.7,1023.9,10
3,393,1,Gain,Full,Standard,Last,0,0.3,1206.9,10
3,393,1,Lose,Full,Standard,Last,0,0.571428571,1146.5,8
3,393,2,Gain,Full,Standard,Last,0,0.285714286,984.75,8
3,393,2,Lose,Full,Standard,Last,0,0.333333333,1218.2,10
3,393,3,Gain,Full,Standard,Last,0,0.5,1167.5,10
3,393,3,Lose,Full,Standard,Last,0,0.25,1142.125,8
3,393,4,Gain,Full,Standard,Last,0,0.5,806.375,8
3,393,4,Lose,Full,Standard,Last,0,0.3,1047.1,10
3,394,1,Gain,Full,Tight,Last,0,0.1,1260.6,10
3,394,1,Lose,Full,Tight,Last,0,0.875,1328,8
3,394,2,Gain,Full,Tight,Last,0,0,1004.125,8
3,394,2,Lose,Full,Tight,Last,0,0.888888889,1015.4,10
3,394,3,Gain,Full,Tight,Last,0,0.2,1142,10
3,394,3,Lose,Full,Tight,Last,0,0.625,1396.5,8
3,394,4,Gain,Full,Tight,Last,0,0.5,896.125,8
3,394,4,Lose,Full,Tight,Last,0,0.5,1066.7,10
3,395,1,Gain,Full,Standard,Last,0,0,1182,10
3,395,1,Lose,Full,Standard,Last,0,1,1271.75,8
3,395,2,Gain,Full,Standard,Last,0,0,687.75,8
3,395,2,Lose,Full,Standard,Last,0,1,1017.5,10
3,395,3,Gain,Full,Standard,Last,0,0.2,1013.6,10
3,395,3,Lose,Full,Standard,Last,0,0.875,1195.875,8
3,395,4,Gain,Full,Standard,Last,0,0.125,1201.5,8
3,395,4,Lose,Full,Standard,Last,0,0.6,1350.7,10
3,396,1,Gain,Full,Tight,Last,0,0.2,854.2,10
3,396,1,Lose,Full,Tight,Last,0,0.875,789.75,8
3,396,2,Gain,Full,Tight,Last,0,0.375,858.875,8
3,396,2,Lose,Full,Tight,Last,0,0.8,955.9,10
3,396,3,Gain,Full,Tight,Last,0,0.4,974.7,10
3,396,3,Lose,Full,Tight,Last,0,0.5,1065.875,8
3,396,4,Gain,Full,Tight,Last,0,0.375,735,8
3,396,4,Lose,Full,Tight,Last,0,0.3,845.4,10
3,397,1,Gain,Full,Standard,First,0,0.555555556,1231.8,10
3,397,1,Lose,Full,Standard,First,0,1,1272.5,8
3,397,2,Gain,Full,Standard,First,0,0.375,811.875,8
3,397,2,Lose,Full,Standard,First,0,0.7,1023.7,10
3,397,3,Gain,Full,Standard,First,0,0.6,738.1,10
3,397,3,Lose,Full,Standard,First,0,0.625,805.875,8
3,397,4,Gain,Full,Standard,First,0,0.5,587.125,8
3,397,4,Lose,Full,Standard,First,0,0.6,661.4,10
3,398,1,Gain,Full,Standard,Last,0,0.2,1178,10
3,398,1,Lose,Full,Standard,Last,0,0.75,1438.875,8
3,398,2,Gain,Full,Standard,Last,0,0.571428571,672.5,8
3,398,2,Lose,Full,Standard,Last,0,0.7,868.3,10
3,398,3,Gain,Full,Standard,Last,0,0.5,752.9,10
3,398,3,Lose,Full,Standard,Last,0,0.375,788.625,8
3,398,4,Gain,Full,Standard,Last,0,0.5,734.875,8
3,398,4,Lose,Full,Standard,Last,0,0.5,620.2,10
3,400,1,Gain,Full,Tight,Last,0,0,704.6,10
3,400,1,Lose,Full,Tight,Last,0,0.875,678.5,8
3,400,2,Gain,Full,Tight,Last,0,0.125,586.375,8
3,400,2,Lose,Full,Tight,Last,0,0.7,765.1,10
3,400,3,Gain,Full,Tight,Last,0,0.2,680.7,10
3,400,3,Lose,Full,Tight,Last,0,1,910.875,8
3,400,4,Gain,Full,Tight,Last,0,0.375,384,8
3,400,4,Lose,Full,Tight,Last,0,0.555555556,576.3,10
3,401,1,Gain,Full,Standard,First,0,0.1,583.5,10
3,401,1,Lose,Full,Standard,First,0,1,542.625,8
3,401,2,Gain,Full,Standard,First,0,0,524.25,8
3,401,2,Lose,Full,Standard,First,0,1,531.8,10
3,401,3,Gain,Full,Standard,First,0,0.1,677.1,10
3,401,3,Lose,Full,Standard,First,0,0.625,740.75,8
3,401,4,Gain,Full,Standard,First,0,0,928,8
3,401,4,Lose,Full,Standard,First,0,0.5,882.5,10
3,402,1,Gain,Full,Standard,Last,0,0.444444444,1172,10
3,402,1,Lose,Full,Standard,Last,0,1,1167.25,8
3,402,2,Gain,Full,Standard,Last,0,0.25,939.125,8
3,402,2,Lose,Full,Standard,Last,0,0.6,877.9,10
3,402,3,Gain,Full,Standard,Last,0,0.5,856.2,10
3,402,3,Lose,Full,Standard,Last,0,0.625,950,8
3,402,4,Gain,Full,Standard,Last,0,0.5,795.375,8
3,402,4,Lose,Full,Standard,Last,0,0.6,898.5,10
3,403,1,Gain,Full,Tight,First,0,0.222222222,834.9,10
3,403,1,Lose,Full,Tight,First,0,0.875,1024.625,8
3,403,2,Gain,Full,Tight,First,0,0.25,944.5,8
3,403,2,Lose,Full,Tight,First,0,0.8,1023.6,10
3,403,3,Gain,Full,Tight,First,0,0.555555556,833,10
3,403,3,Lose,Full,Tight,First,0,0.875,945.25,8
3,403,4,Gain,Full,Tight,First,0,0.375,1037.375,8
3,403,4,Lose,Full,Tight,First,0,0.7,807.4,10
3,404,1,Gain,Full,Tight,Last,0,0.1,778,10
3,404,1,Lose,Full,Tight,Last,0,1,890.375,8
3,404,2,Gain,Full,Tight,Last,0,0.375,898.5,8
3,404,2,Lose,Full,Tight,Last,0,0.888888889,791.7,10
3,404,3,Gain,Full,Tight,Last,0,0.3,1020,10
3,404,3,Lose,Full,Tight,Last,0,0.875,1150.5,8
3,404,4,Gain,Full,Tight,Last,0,0.25,923.875,8
3,404,4,Lose,Full,Tight,Last,0,0.8,1031.3,10
3,405,1,Gain,Full,Standard,First,0,0.4,961.8,10
3,405,1,Lose,Full,Standard,First,0,0.857142857,857.875,8
3,405,2,Gain,Full,Standard,First,0,0.25,982.875,8
3,405,2,Lose,Full,Standard,First,0,0.5,1183.5,10
3,405,3,Gain,Full,Standard,First,0,0.1,1340.5,10
3,405,3,Lose,Full,Standard,First,0,0.625,1331.75,8
3,405,4,Gain,Full,Standard,First,0,0.125,1073,8
3,405,4,Lose,Full,Standard,First,0,0.888888889,1291.1,10
3,406,1,Gain,Full,Standard,Last,0,0.333333333,987.7,10
3,406,1,Lose,Full,Standard,Last,0,0.333333333,922.125,8
3,406,2,Gain,Full,Standard,Last,0,0.625,995.875,8
3,406,2,Lose,Full,Standard,Last,0,0.444444444,799.2,10
3,406,3,Gain,Full,Standard,Last,0,0.4,949.2,10
3,406,3,Lose,Full,Standard,Last,0,0.571428571,754.75,8
3,406,4,Gain,Full,Standard,Last,0,0.5,739.5,8
3,406,4,Lose,Full,Standard,Last,0,0.6,688.8,10
3,407,1,Gain,Full,Tight,First,0,0.4,1111.6,10
3,407,1,Lose,Full,Tight,First,0,0.75,963,8
3,407,2,Gain,Full,Tight,First,0,0.375,1058.875,8
3,407,2,Lose,Full,Tight,First,0,0.777777778,825.1,10
3,407,3,Gain,Full,Tight,First,0,0.3,972.6,10
3,407,3,Lose,Full,Tight,First,0,0.625,1281.375,8
3,407,4,Gain,Full,Tight,First,0,0.25,856.375,8
3,407,4,Lose,Full,Tight,First,0,0.7,839.5,10
3,408,1,Gain,Full,Standard,Last,0,0.3,1029.8,10
3,408,1,Lose,Full,Standard,Last,0,0.75,1251.625,8
3,408,2,Gain,Full,Standard,Last,0,0.285714286,1012,8
3,408,2,Lose,Full,Standard,Last,0,0.8,1221.7,10
3,408,3,Gain,Full,Standard,Last,0,0.333333333,878.8,10
3,408,3,Lose,Full,Standard,Last,0,0.625,1039.375,8
3,408,4,Gain,Full,Standard,Last,0,0.125,850.625,8
3,408,4,Lose,Full,Standard,Last,0,1,852.9,10
3,409,1,Gain,Full,Tight,First,0,0.5,857.2,10
3,409,1,Lose,Full,Tight,First,0,0.75,957.375,8
3,409,2,Gain,Full,Tight,First,0,0.25,939.75,8
3,409,2,Lose,Full,Tight,First,0,0.9,854.8,10
3,409,3,Gain,Full,Tight,First,0,0.6,922.3,10
3,409,3,Lose,Full,Tight,First,0,0.375,744.125,8
3,409,4,Gain,Full,Tight,First,0,0.5,661.625,8
3,409,4,Lose,Full,Tight,First,0,0.5,545,10
3,410,1,Gain,Full,Tight,Last,0,0.2,802.9,10
3,410,1,Lose,Full,Tight,Last,0,0.75,918,8
3,410,2,Gain,Full,Tight,Last,0,0.25,514.625,8
3,410,2,Lose,Full,Tight,Last,0,0.4,485.3,10
3,410,3,Gain,Full,Tight,Last,0,0.2,751.1,10
3,410,3,Lose,Full,Tight,Last,0,0.428571429,431.625,8
3,410,4,Gain,Full,Tight,Last,0,0.25,338.375,8
3,410,4,Lose,Full,Tight,Last,0,0.5,365.2,10
3,411,1,Gain,Full,Tight,First,0,0,947.1,10
3,411,1,Lose,Full,Tight,First,0,0.875,955.625,8
3,411,2,Gain,Full,Tight,First,0,0,1109.375,8
3,411,2,Lose,Full,Tight,First,0,0.444444444,1186.8,10
3,411,3,Gain,Full,Tight,First,0,0.111111111,761.4,10
3,411,3,Lose,Full,Tight,First,0,0.75,1047.5,8
3,411,4,Gain,Full,Tight,First,0,0.375,879.75,8
3,411,4,Lose,Full,Tight,First,0,0.5,791.5,10
3,412,1,Gain,Full,Standard,Last,0,0.5,645.3,10
3,412,1,Lose,Full,Standard,Last,0,0.875,684.5,8
3,412,2,Gain,Full,Standard,Last,0,0.875,571.625,8
3,412,2,Lose,Full,Standard,Last,0,0.5,779.9,10
3,412,3,Gain,Full,Standard,Last,0,0.1,746.8,10
3,412,3,Lose,Full,Standard,Last,0,1,620,8
3,412,4,Gain,Full,Standard,Last,0,0,711.5,8
3,412,4,Lose,Full,Standard,Last,0,0.7,748.2,10
3,413,1,Gain,Full,Tight,First,0,0.444444444,987.1,10
3,413,1,Lose,Full,Tight,First,0,0.875,1071.75,8
3,413,2,Gain,Full,Tight,First,0,0.5,1383.875,8
3,413,2,Lose,Full,Tight,First,0,1,1048.2,10
3,413,3,Gain,Full,Tight,First,0,0.666666667,1079,10
3,413,3,Lose,Full,Tight,First,0,1,1121,8
3,413,4,Gain,Full,Tight,First,0,0.5,1165.625,8
3,413,4,Lose,Full,Tight,First,0,0.9,1172.7,10
3,414,1,Gain,Full,Tight,Last,0,0,909.3,10
3,414,1,Lose,Full,Tight,Last,0,0.875,996.125,8
3,414,2,Gain,Full,Tight,Last,0,0,864.125,8
3,414,2,Lose,Full,Tight,Last,0,1,1209.3,10
3,414,3,Gain,Full,Tight,Last,0,0.2,1312.7,10
3,414,3,Lose,Full,Tight,Last,0,0.75,1113.125,8
3,414,4,Gain,Full,Tight,Last,0,0.25,1243.625,8
3,414,4,Lose,Full,Tight,Last,0,0.6,1413.7,10
3,415,1,Gain,Full,Standard,First,0,0.333333333,596.3,10
3,415,1,Lose,Full,Standard,First,0,0.625,873.5,8
3,415,2,Gain,Full,Standard,First,0,0.25,1131.75,8
3,415,2,Lose,Full,Standard,First,0,0.9,978.9,10
3,415,3,Gain,Full,Standard,First,0,0.5,960.6,10
3,415,3,Lose,Full,Standard,First,0,0.625,935.75,8
3,415,4,Gain,Full,Standard,First,0,0.375,641.5,8
3,415,4,Lose,Full,Standard,First,0,0.5,876.3,10
3,416,1,Gain,Full,Standard,Last,0,0.2,1112.1,10
3,416,1,Lose,Full,Standard,Last,0,0.875,1216.625,8
3,416,2,Gain,Full,Standard,Last,0,0,866.25,8
3,416,2,Lose,Full,Standard,Last,0,1,720.2,10
3,416,3,Gain,Full,Standard,Last,0,0.1,1089.3,10
3,416,3,Lose,Full,Standard,Last,0,0.875,1176,8
3,416,4,Gain,Full,Standard,Last,0,0.25,1116.375,8
3,416,4,Lose,Full,Standard,Last,0,0.6,1102.5,10
3,417,1,Gain,Full,Tight,First,0,0.1,832.8,10
3,417,1,Lose,Full,Tight,First,0,0.75,1118.5,8
3,417,2,Gain,Full,Tight,First,0,0,606.25,8
3,417,2,Lose,Full,Tight,First,0,0.7,963.2,10
3,417,3,Gain,Full,Tight,First,0,0.1,612.5,10
3,417,3,Lose,Full,Tight,First,0,0.625,992.25,8
3,417,4,Gain,Full,Tight,First,0,0.25,654.5,8
3,417,4,Lose,Full,Tight,First,0,0.4,873.5,10
